Date,Age,Ever Vaccinated,Never Vaccinated
2021-09-14,72,38114,5566
2021-09-14,73,38114,4733
2021-09-14,74,38114,4306
2021-09-14,75,26304,11934
2021-09-14,76,26304,7136
2021-09-14,77,26304,4226
2021-09-14,78,26304,680
2021-09-14,79,26308,436
2021-09-14,80,18161,8332
2021-09-14,81,18161,6287
2021-09-14,82,18161,2905
2021-09-14,83,18161,535
2021-09-14,84,18160,-1493
2021-09-14,85,9737,4915
2021-09-14,86,9737,2751
2021-09-14,87,9737,2016
2021-09-14,88,9737,184
2021-09-14,89,9736,-1204
2021-09-14,90,28523,4602
2021-09-21,0,0,58659
2021-09-21,1,0,57254
2021-09-21,2,0,59827
2021-09-21,3,0,59485
2021-09-21,4,0,62062
2021-09-21,5,0,63691
2021-09-21,6,0,63667
2021-09-21,7,0,64421
2021-09-21,8,0,64956
2021-09-21,9,0,67874
2021-09-21,10,2742,64114
2021-09-21,11,2742,65676
2021-09-21,12,37779,29977
2021-09-21,13,37779,30179
2021-09-21,14,37779,29660
2021-09-21,15,37779,26482
2021-09-21,16,37069,25545
2021-09-21,17,37069,25639
2021-09-21,18,37069,25634
2021-09-21,19,37071,25056
2021-09-21,20,36046,27845
2021-09-21,21,36046,30032
2021-09-21,22,36046,28779
2021-09-21,23,36046,28968
2021-09-21,24,36046,30828
2021-09-21,25,42153,25963
2021-09-21,26,42153,27967
2021-09-21,27,42153,29171
2021-09-21,28,42153,31594
2021-09-21,29,42153,35188
2021-09-21,30,47131,31444
2021-09-21,31,47131,32571
2021-09-21,32,47131,30078
2021-09-21,33,47131,28968
2021-09-21,34,47130,27201
2021-09-21,35,45396,25598
2021-09-21,36,45396,24028
2021-09-21,37,45396,23241
2021-09-21,38,45396,22088
2021-09-21,39,45394,21853
2021-09-21,40,44434,20204
2021-09-21,41,44434,19992
2021-09-21,42,44434,18682
2021-09-21,43,44434,17016
2021-09-21,44,44432,16240
2021-09-21,45,47315,13539
2021-09-21,46,47315,14119
2021-09-21,47,47315,16385
2021-09-21,48,47315,17660
2021-09-21,49,47320,20816
2021-09-21,50,50053,18601
2021-09-21,51,50053,17638
2021-09-21,52,50053,16497
2021-09-21,53,50053,16056
2021-09-21,54,50055,13812
2021-09-21,55,50617,12140
2021-09-21,56,50617,12512
2021-09-21,57,50617,13864
2021-09-21,58,50617,15078
2021-09-21,59,50623,15149
2021-09-21,60,49065,15030
2021-09-21,61,49065,13185
2021-09-21,62,49065,10539
2021-09-21,63,49065,9013
2021-09-21,64,49064,7401
2021-09-21,65,42913,11863
2021-09-21,66,42913,9953
2021-09-21,67,42913,8371
2021-09-21,68,42913,5849
2021-09-21,69,42912,5030
2021-09-21,70,38627,7152
2021-09-21,71,38627,6674
2021-09-21,72,38627,5053
2021-09-21,73,38627,4220
2021-09-21,74,38629,3791
2021-09-21,75,26655,11583
2021-09-21,76,26655,6785
2021-09-21,77,26655,3875
2021-09-21,78,26655,329
2021-09-21,79,26658,86
2021-09-21,80,18409,8084
2021-09-21,81,18409,6039
2021-09-21,82,18409,2657
2021-09-21,83,18409,287
2021-09-21,84,18409,-1742
2021-09-21,85,9883,4769
2021-09-21,86,9883,2605
2021-09-21,87,9883,1870
2021-09-21,88,9883,38
2021-09-21,89,9884,-1352
2021-09-21,90,28932,4193
2021-09-28,0,0,58659
2021-09-28,1,0,57254
2021-09-28,2,0,59827
2021-09-28,3,0,59485
2021-09-28,4,0,62062
2021-09-28,5,0,63691
2021-09-28,6,0,63667
2021-09-28,7,0,64421
2021-09-28,8,0,64956
2021-09-28,9,0,67874
2021-09-28,10,2742,64114
2021-09-28,11,2742,65676
2021-09-28,12,40622,27134
2021-09-28,13,40622,27336
2021-09-28,14,40622,26817
2021-09-28,15,40620,23641
2021-09-28,16,39652,22962
2021-09-28,17,39652,23056
2021-09-28,18,39652,23051
2021-09-28,19,39654,22473
2021-09-28,20,38922,24969
2021-09-28,21,38922,27156
2021-09-28,22,38922,25903
2021-09-28,23,38922,26092
2021-09-28,24,38923,27951
2021-09-28,25,45122,22994
2021-09-28,26,45122,24998
2021-09-28,27,45122,26202
2021-09-28,28,45122,28625
2021-09-28,29,45120,32221
2021-09-28,30,50180,28395
2021-09-28,31,50180,29522
2021-09-28,32,50180,27029
2021-09-28,33,50180,25919
2021-09-28,34,50182,24149
2021-09-28,35,47926,23068
2021-09-28,36,47926,21498
2021-09-28,37,47926,20711
2021-09-28,38,47926,19558
2021-09-28,39,47924,19323
2021-09-28,40,46258,18380
2021-09-28,41,46258,18168
2021-09-28,42,46258,16858
2021-09-28,43,46258,15192
2021-09-28,44,46258,14414
2021-09-28,45,49013,11841
2021-09-28,46,49013,12421
2021-09-28,47,49013,14687
2021-09-28,48,49013,15962
2021-09-28,49,49015,19121
2021-09-28,50,51420,17234
2021-09-28,51,51420,16271
2021-09-28,52,51420,15130
2021-09-28,53,51420,14689
2021-09-28,54,51418,12449
2021-09-28,55,51715,11042
2021-09-28,56,51715,11414
2021-09-28,57,51715,12766
2021-09-28,58,51715,13980
2021-09-28,59,51718,14054
2021-09-28,60,49893,14202
2021-09-28,61,49893,12357
2021-09-28,62,49893,9711
2021-09-28,63,49893,8185
2021-09-28,64,49894,6571
2021-09-28,65,43460,11316
2021-09-28,66,43460,9406
2021-09-28,67,43460,7824
2021-09-28,68,43460,5302
2021-09-28,69,43456,4486
2021-09-28,70,39009,6770
2021-09-28,71,39009,6292
2021-09-28,72,39009,4671
2021-09-28,73,39009,3838
2021-09-28,74,39008,3412
2021-09-28,75,26910,11328
2021-09-28,76,26910,6530
2021-09-28,77,26910,3620
2021-09-28,78,26910,74
2021-09-28,79,26912,-168
2021-09-28,80,18589,7904
2021-09-28,81,18589,5859
2021-09-28,82,18589,2477
2021-09-28,83,18589,107
2021-09-28,84,18591,-1924
2021-09-28,85,10001,4651
2021-09-28,86,10001,2487
2021-09-28,87,10001,1752
2021-09-28,88,10001,-80
2021-09-28,89,10000,-1468
2021-09-28,90,29310,3815
2021-10-05,0,0,58659
2021-10-05,1,0,57254
2021-10-05,2,0,59827
2021-10-05,3,0,59485
2021-10-05,4,0,62062
2021-10-05,5,0,63691
2021-10-05,6,0,63667
2021-10-05,7,0,64421
2021-10-05,8,0,64956
2021-10-05,9,0,67874
2021-10-05,10,2742,64114
2021-10-05,11,2742,65676
2021-10-05,12,43117,24639
2021-10-05,13,43117,24841
2021-10-05,14,43117,24322
2021-10-05,15,43117,21144
2021-10-05,16,41946,20668
2021-10-05,17,41946,20762
2021-10-05,18,41946,20757
2021-10-05,19,41947,20180
2021-10-05,20,41387,22504
2021-10-05,21,41387,24691
2021-10-05,22,41387,23438
2021-10-05,23,41387,23627
2021-10-05,24,41386,25488
2021-10-05,25,47588,20528
2021-10-05,26,47588,22532
2021-10-05,27,47588,23736
2021-10-05,28,47588,26159
2021-10-05,29,47585,29756
2021-10-05,30,52380,26195
2021-10-05,31,52380,27322
2021-10-05,32,52380,24829
2021-10-05,33,52380,23719
2021-10-05,34,52378,21953
2021-10-05,35,49698,21296
2021-10-05,36,49698,19726
2021-10-05,37,49698,18939
2021-10-05,38,49698,17786
2021-10-05,39,49696,17551
2021-10-05,40,47605,17033
2021-10-05,41,47605,16821
2021-10-05,42,47605,15511
2021-10-05,43,47605,13845
2021-10-05,44,47604,13068
2021-10-05,45,50211,10643
2021-10-05,46,50211,11223
2021-10-05,47,50211,13489
2021-10-05,48,50211,14764
2021-10-05,49,50217,17919
2021-10-05,50,52469,16185
2021-10-05,51,52469,15222
2021-10-05,52,52469,14081
2021-10-05,53,52469,13640
2021-10-05,54,52469,11398
2021-10-05,55,52580,10177
2021-10-05,56,52580,10549
2021-10-05,57,52580,11901
2021-10-05,58,52580,13115
2021-10-05,59,52585,13187
2021-10-05,60,50507,13588
2021-10-05,61,50507,11743
2021-10-05,62,50507,9097
2021-10-05,63,50507,7571
2021-10-05,64,50505,5960
2021-10-05,65,43846,10930
2021-10-05,66,43846,9020
2021-10-05,67,43846,7438
2021-10-05,68,43846,4916
2021-10-05,69,43843,4099
2021-10-05,70,39268,6511
2021-10-05,71,39268,6033
2021-10-05,72,39268,4412
2021-10-05,73,39268,3579
2021-10-05,74,39269,3151
2021-10-05,75,27095,11143
2021-10-05,76,27095,6345
2021-10-05,77,27095,3435
2021-10-05,78,27095,-111
2021-10-05,79,27097,-353
2021-10-05,80,18707,7786
2021-10-05,81,18707,5741
2021-10-05,82,18707,2359
2021-10-05,83,18707,-11
2021-10-05,84,18706,-2039
2021-10-05,85,10077,4575
2021-10-05,86,10077,2411
2021-10-05,87,10077,1676
2021-10-05,88,10077,-156
2021-10-05,89,10076,-1544
2021-10-05,90,29565,3560
2021-10-12,0,0,58659
2021-10-12,1,0,57254
2021-10-12,2,0,59827
2021-10-12,3,0,59485
2021-10-12,4,0,62062
2021-10-12,5,0,63691
2021-10-12,6,0,63667
2021-10-12,7,0,64421
2021-10-12,8,0,64956
2021-10-12,9,0,67874
2021-10-12,10,2742,64114
2021-10-12,11,2742,65676
2021-10-12,12,46339,21417
2021-10-12,13,46339,21619
2021-10-12,14,46339,21100
2021-10-12,15,46337,17924
2021-10-12,16,44893,17721
2021-10-12,17,44893,17815
2021-10-12,18,44893,17810
2021-10-12,19,44895,17232
2021-10-12,20,44653,19238
2021-10-12,21,44653,21425
2021-10-12,22,44653,20172
2021-10-12,23,44653,20361
2021-10-12,24,44651,22223
2021-10-12,25,50756,17360
2021-10-12,26,50756,19364
2021-10-12,27,50756,20568
2021-10-12,28,50756,22991
2021-10-12,29,50753,26588
2021-10-12,30,55120,23455
2021-10-12,31,55120,24582
2021-10-12,32,55120,22089
2021-10-12,33,55120,20979
2021-10-12,34,55122,19209
2021-10-12,35,51826,19168
2021-10-12,36,51826,17598
2021-10-12,37,51826,16811
2021-10-12,38,51826,15658
2021-10-12,39,51827,15420
2021-10-12,40,49251,15387
2021-10-12,41,49251,15175
2021-10-12,42,49251,13865
2021-10-12,43,49251,12199
2021-10-12,44,49251,11421
2021-10-12,45,51738,9116
2021-10-12,46,51738,9696
2021-10-12,47,51738,11962
2021-10-12,48,51738,13237
2021-10-12,49,51742,16394
2021-10-12,50,53832,14822
2021-10-12,51,53832,13859
2021-10-12,52,53832,12718
2021-10-12,53,53832,12277
2021-10-12,54,53830,10037
2021-10-12,55,53618,9139
2021-10-12,56,53618,9511
2021-10-12,57,53618,10863
2021-10-12,58,53618,12077
2021-10-12,59,53624,12148
2021-10-12,60,51242,12853
2021-10-12,61,51242,11008
2021-10-12,62,51242,8362
2021-10-12,63,51242,6836
2021-10-12,64,51241,5224
2021-10-12,65,44309,10467
2021-10-12,66,44309,8557
2021-10-12,67,44309,6975
2021-10-12,68,44309,4453
2021-10-12,69,44307,3635
2021-10-12,70,39607,6172
2021-10-12,71,39607,5694
2021-10-12,72,39607,4073
2021-10-12,73,39607,3240
2021-10-12,74,39607,2813
2021-10-12,75,27307,10931
2021-10-12,76,27307,6133
2021-10-12,77,27307,3223
2021-10-12,78,27307,-323
2021-10-12,79,27307,-563
2021-10-12,80,18861,7632
2021-10-12,81,18861,5587
2021-10-12,82,18861,2205
2021-10-12,83,18861,-165
2021-10-12,84,18860,-2193
2021-10-12,85,10159,4493
2021-10-12,86,10159,2329
2021-10-12,87,10159,1594
2021-10-12,88,10159,-238
2021-10-12,89,10160,-1628
2021-10-12,90,30150,2975
2021-10-19,0,0,58659
2021-10-19,1,0,57254
2021-10-19,2,0,59827
2021-10-19,3,0,59485
2021-10-19,4,0,62062
2021-10-19,5,0,63691
2021-10-19,6,0,63667
2021-10-19,7,0,64421
2021-10-19,8,0,64956
2021-10-19,9,0,67874
2021-10-19,10,2742,64114
2021-10-19,11,2742,65676
2021-10-19,12,49518,18238
2021-10-19,13,49518,18440
2021-10-19,14,49518,17921
2021-10-19,15,49517,14744
2021-10-19,16,47563,15051
2021-10-19,17,47563,15145
2021-10-19,18,47563,15140
2021-10-19,19,47564,14563
2021-10-19,20,47614,16277
2021-10-19,21,47614,18464
2021-10-19,22,47614,17211
2021-10-19,23,47614,17400
2021-10-19,24,47612,19262
2021-10-19,25,53708,14408
2021-10-19,26,53708,16412
2021-10-19,27,53708,17616
2021-10-19,28,53708,20039
2021-10-19,29,53705,23636
2021-10-19,30,57831,20744
2021-10-19,31,57831,21871
2021-10-19,32,57831,19378
2021-10-19,33,57831,18268
2021-10-19,34,57830,16501
2021-10-19,35,53842,17152
2021-10-19,36,53842,15582
2021-10-19,37,53842,14795
2021-10-19,38,53842,13642
2021-10-19,39,53843,13404
2021-10-19,40,50827,13811
2021-10-19,41,50827,13599
2021-10-19,42,50827,12289
2021-10-19,43,50827,10623
2021-10-19,44,50825,9847
2021-10-19,45,53185,7669
2021-10-19,46,53185,8249
2021-10-19,47,53185,10515
2021-10-19,48,53185,11790
2021-10-19,49,53191,14945
2021-10-19,50,55112,13542
2021-10-19,51,55112,12579
2021-10-19,52,55112,11438
2021-10-19,53,55112,10997
2021-10-19,54,55110,8757
2021-10-19,55,54619,8138
2021-10-19,56,54619,8510
2021-10-19,57,54619,9862
2021-10-19,58,54619,11076
2021-10-19,59,54622,11150
2021-10-19,60,51924,12171
2021-10-19,61,51924,10326
2021-10-19,62,51924,7680
2021-10-19,63,51924,6154
2021-10-19,64,51926,4539
2021-10-19,65,44776,10000
2021-10-19,66,44776,8090
2021-10-19,67,44776,6508
2021-10-19,68,44776,3986
2021-10-19,69,44773,3169
2021-10-19,70,39922,5857
2021-10-19,71,39922,5379
2021-10-19,72,39922,3758
2021-10-19,73,39922,2925
2021-10-19,74,39922,2498
2021-10-19,75,27515,10723
2021-10-19,76,27515,5925
2021-10-19,77,27515,3015
2021-10-19,78,27515,-531
2021-10-19,79,27516,-772
2021-10-19,80,19000,7493
2021-10-19,81,19000,5448
2021-10-19,82,19000,2066
2021-10-19,83,19000,-304
2021-10-19,84,19002,-2335
2021-10-19,85,10251,4401
2021-10-19,86,10251,2237
2021-10-19,87,10251,1502
2021-10-19,88,10251,-330
2021-10-19,89,10252,-1720
2021-10-19,90,30174,2951
2021-10-26,0,0,58659
2021-10-26,1,0,57254
2021-10-26,2,0,59827
2021-10-26,3,0,59485
2021-10-26,4,0,62062
2021-10-26,5,0,63691
2021-10-26,6,0,63667
2021-10-26,7,0,64421
2021-10-26,8,0,64956
2021-10-26,9,0,67874
2021-10-26,10,2742,64114
2021-10-26,11,2742,65676
2021-10-26,12,51157,16599
2021-10-26,13,51157,16801
2021-10-26,14,51157,16282
2021-10-26,15,51158,13103
2021-10-26,16,49200,13414
2021-10-26,17,49200,13508
2021-10-26,18,49200,13503
2021-10-26,19,49201,12926
2021-10-26,20,49366,14525
2021-10-26,21,49366,16712
2021-10-26,22,49366,15459
2021-10-26,23,49366,15648
2021-10-26,24,49367,17507
2021-10-26,25,55544,12572
2021-10-26,26,55544,14576
2021-10-26,27,55544,15780
2021-10-26,28,55544,18203
2021-10-26,29,55542,21799
2021-10-26,30,59448,19127
2021-10-26,31,59448,20254
2021-10-26,32,59448,17761
2021-10-26,33,59448,16651
2021-10-26,34,59446,14885
2021-10-26,35,54989,16005
2021-10-26,36,54989,14435
2021-10-26,37,54989,13648
2021-10-26,38,54989,12495
2021-10-26,39,54991,12256
2021-10-26,40,51696,12942
2021-10-26,41,51696,12730
2021-10-26,42,51696,11420
2021-10-26,43,51696,9754
2021-10-26,44,51694,8978
2021-10-26,45,53944,6910
2021-10-26,46,53944,7490
2021-10-26,47,53944,9756
2021-10-26,48,53944,11031
2021-10-26,49,53948,14188
2021-10-26,50,55795,12859
2021-10-26,51,55795,11896
2021-10-26,52,55795,10755
2021-10-26,53,55795,10314
2021-10-26,54,55795,8072
2021-10-26,55,55149,7608
2021-10-26,56,55149,7980
2021-10-26,57,55149,9332
2021-10-26,58,55149,10546
2021-10-26,59,55152,10620
2021-10-26,60,52317,11778
2021-10-26,61,52317,9933
2021-10-26,62,52317,7287
2021-10-26,63,52317,5761
2021-10-26,64,52317,4148
2021-10-26,65,45020,9756
2021-10-26,66,45020,7846
2021-10-26,67,45020,6264
2021-10-26,68,45020,3742
2021-10-26,69,45019,2923
2021-10-26,70,40100,5679
2021-10-26,71,40100,5201
2021-10-26,72,40100,3580
2021-10-26,73,40100,2747
2021-10-26,74,40098,2322
2021-10-26,75,27623,10615
2021-10-26,76,27623,5817
2021-10-26,77,27623,2907
2021-10-26,78,27623,-639
2021-10-26,79,27624,-880
2021-10-26,80,19085,7408
2021-10-26,81,19085,5363
2021-10-26,82,19085,1981
2021-10-26,83,19085,-389
2021-10-26,84,19083,-2416
2021-10-26,85,10306,4346
2021-10-26,86,10306,2182
2021-10-26,87,10306,1447
2021-10-26,88,10306,-385
2021-10-26,89,10306,-1774
2021-10-26,90,30365,2760
2021-11-03,0,0,58659
2021-11-03,1,0,57254
2021-11-03,2,0,59827
2021-11-03,3,0,59485
2021-11-03,4,0,62062
2021-11-03,5,0,63691
2021-11-03,6,0,63667
2021-11-03,7,0,64421
2021-11-03,8,0,64956
2021-11-03,9,0,67874
2021-11-03,10,2742,64114
2021-11-03,11,2742,65676
2021-11-03,12,52835,14921
2021-11-03,13,52835,15123
2021-11-03,14,52835,14604
2021-11-03,15,52835,11426
2021-11-03,16,50814,11800
2021-11-03,17,50814,11894
2021-11-03,18,50814,11889
2021-11-03,19,50817,11310
2021-11-03,20,51196,12695
2021-11-03,21,51196,14882
2021-11-03,22,51196,13629
2021-11-03,23,51196,13818
2021-11-03,24,51198,15676
2021-11-03,25,57336,10780
2021-11-03,26,57336,12784
2021-11-03,27,57336,13988
2021-11-03,28,57336,16411
2021-11-03,29,57336,20005
2021-11-03,30,61040,17535
2021-11-03,31,61040,18662
2021-11-03,32,61040,16169
2021-11-03,33,61040,15059
2021-11-03,34,61039,13292
2021-11-03,35,56106,14888
2021-11-03,36,56106,13318
2021-11-03,37,56106,12531
2021-11-03,38,56106,11378
2021-11-03,39,56106,11141
2021-11-03,40,52575,12063
2021-11-03,41,52575,11851
2021-11-03,42,52575,10541
2021-11-03,43,52575,8875
2021-11-03,44,52577,8095
2021-11-03,45,54730,6124
2021-11-03,46,54730,6704
2021-11-03,47,54730,8970
2021-11-03,48,54730,10245
2021-11-03,49,54735,13401
2021-11-03,50,56505,12149
2021-11-03,51,56505,11186
2021-11-03,52,56505,10045
2021-11-03,53,56505,9604
2021-11-03,54,56505,7362
2021-11-03,55,55719,7038
2021-11-03,56,55719,7410
2021-11-03,57,55719,8762
2021-11-03,58,55719,9976
2021-11-03,59,55721,10051
2021-11-03,60,52716,11379
2021-11-03,61,52716,9534
2021-11-03,62,52716,6888
2021-11-03,63,52716,5362
2021-11-03,64,52718,3747
2021-11-03,65,45294,9482
2021-11-03,66,45294,7572
2021-11-03,67,45294,5990
2021-11-03,68,45294,3468
2021-11-03,69,45289,2653
2021-11-03,70,40287,5492
2021-11-03,71,40287,5014
2021-11-03,72,40287,3393
2021-11-03,73,40287,2560
2021-11-03,74,40285,2135
2021-11-03,75,27756,10482
2021-11-03,76,27756,5684
2021-11-03,77,27756,2774
2021-11-03,78,27756,-772
2021-11-03,79,27757,-1013
2021-11-03,80,19168,7325
2021-11-03,81,19168,5280
2021-11-03,82,19168,1898
2021-11-03,83,19168,-472
2021-11-03,84,19167,-2500
2021-11-03,85,10359,4293
2021-11-03,86,10359,2129
2021-11-03,87,10359,1394
2021-11-03,88,10359,-438
2021-11-03,89,10358,-1826
2021-11-03,90,30575,2550
2021-11-10,0,0,58659
2021-11-10,1,0,57254
2021-11-10,2,0,59827
2021-11-10,3,0,59485
2021-11-10,4,0,62062
2021-11-10,5,0,63691
2021-11-10,6,0,63667
2021-11-10,7,0,64421
2021-11-10,8,0,64956
2021-11-10,9,0,67874
2021-11-10,10,2742,64114
2021-11-10,11,2742,65676
2021-11-10,12,54027,13729
2021-11-10,13,54027,13931
2021-11-10,14,54027,13412
2021-11-10,15,54027,10234
2021-11-10,16,51851,10763
2021-11-10,17,51851,10857
2021-11-10,18,51851,10852
2021-11-10,19,51854,10273
2021-11-10,20,52361,11530
2021-11-10,21,52361,13717
2021-11-10,22,52361,12464
2021-11-10,23,52361,12653
2021-11-10,24,52362,14512
2021-11-10,25,58492,9624
2021-11-10,26,58492,11628
2021-11-10,27,58492,12832
2021-11-10,28,58492,15255
2021-11-10,29,58489,18852
2021-11-10,30,62080,16495
2021-11-10,31,62080,17622
2021-11-10,32,62080,15129
2021-11-10,33,62080,14019
2021-11-10,34,62078,12253
2021-11-10,35,56827,14167
2021-11-10,36,56827,12597
2021-11-10,37,56827,11810
2021-11-10,38,56827,10657
2021-11-10,39,56825,10422
2021-11-10,40,53129,11509
2021-11-10,41,53129,11297
2021-11-10,42,53129,9987
2021-11-10,43,53129,8321
2021-11-10,44,53129,7543
2021-11-10,45,55224,5630
2021-11-10,46,55224,6210
2021-11-10,47,55224,8476
2021-11-10,48,55224,9751
2021-11-10,49,55229,12907
2021-11-10,50,56955,11699
2021-11-10,51,56955,10736
2021-11-10,52,56955,9595
2021-11-10,53,56955,9154
2021-11-10,54,56954,6913
2021-11-10,55,56066,6691
2021-11-10,56,56066,7063
2021-11-10,57,56066,8415
2021-11-10,58,56066,9629
2021-11-10,59,56069,9703
2021-11-10,60,52982,11113
2021-11-10,61,52982,9268
2021-11-10,62,52982,6622
2021-11-10,63,52982,5096
2021-11-10,64,52982,3483
2021-11-10,65,45477,9299
2021-11-10,66,45477,7389
2021-11-10,67,45477,5807
2021-11-10,68,45477,3285
2021-11-10,69,45472,2470
2021-11-10,70,40420,5359
2021-11-10,71,40420,4881
2021-11-10,72,40420,3260
2021-11-10,73,40420,2427
2021-11-10,74,40420,2000
2021-11-10,75,27833,10405
2021-11-10,76,27833,5607
2021-11-10,77,27833,2697
2021-11-10,78,27833,-849
2021-11-10,79,27833,-1089
2021-11-10,80,19227,7266
2021-11-10,81,19227,5221
2021-11-10,82,19227,1839
2021-11-10,83,19227,-531
2021-11-10,84,19227,-2560
2021-11-10,85,10398,4254
2021-11-10,86,10398,2090
2021-11-10,87,10398,1355
2021-11-10,88,10398,-477
2021-11-10,89,10397,-1865
2021-11-10,90,30722,2403
2021-11-17,0,0,58659
2021-11-17,1,0,57254
2021-11-17,2,0,59827
2021-11-17,3,0,59485
2021-11-17,4,0,62062
2021-11-17,5,0,63691
2021-11-17,6,0,63667
2021-11-17,7,0,64421
2021-11-17,8,0,64956
2021-11-17,9,0,67874
2021-11-17,10,2742,64114
2021-11-17,11,2742,65676
2021-11-17,12,55309,12447
2021-11-17,13,55309,12649
2021-11-17,14,55309,12130
2021-11-17,15,55309,8952
2021-11-17,16,52880,9734
2021-11-17,17,52880,9828
2021-11-17,18,52880,9823
2021-11-17,19,52883,9244
2021-11-17,20,53532,10359
2021-11-17,21,53532,12546
2021-11-17,22,53532,11293
2021-11-17,23,53532,11482
2021-11-17,24,53530,13344
2021-11-17,25,59713,8403
2021-11-17,26,59713,10407
2021-11-17,27,59713,11611
2021-11-17,28,59713,14034
2021-11-17,29,59710,17631
2021-11-17,30,63256,15319
2021-11-17,31,63256,16446
2021-11-17,32,63256,13953
2021-11-17,33,63256,12843
2021-11-17,34,63255,11076
2021-11-17,35,57663,13331
2021-11-17,36,57663,11761
2021-11-17,37,57663,10974
2021-11-17,38,57663,9821
2021-11-17,39,57662,9585
2021-11-17,40,53800,10838
2021-11-17,41,53800,10626
2021-11-17,42,53800,9316
2021-11-17,43,53800,7650
2021-11-17,44,53800,6872
2021-11-17,45,55809,5045
2021-11-17,46,55809,5625
2021-11-17,47,55809,7891
2021-11-17,48,55809,9166
2021-11-17,49,55812,12324
2021-11-17,50,57466,11188
2021-11-17,51,57466,10225
2021-11-17,52,57466,9084
2021-11-17,53,57466,8643
2021-11-17,54,57468,6399
2021-11-17,55,56462,6295
2021-11-17,56,56462,6667
2021-11-17,57,56462,8019
2021-11-17,58,56462,9233
2021-11-17,59,56468,9304
2021-11-17,60,53274,10821
2021-11-17,61,53274,8976
2021-11-17,62,53274,6330
2021-11-17,63,53274,4804
2021-11-17,64,53274,3191
2021-11-17,65,45657,9119
2021-11-17,66,45657,7209
2021-11-17,67,45657,5627
2021-11-17,68,45657,3105
2021-11-17,69,45654,2288
2021-11-17,70,40545,5234
2021-11-17,71,40545,4756
2021-11-17,72,40545,3135
2021-11-17,73,40545,2302
2021-11-17,74,40543,1877
2021-11-17,75,27903,10335
2021-11-17,76,27903,5537
2021-11-17,77,27903,2627
2021-11-17,78,27903,-919
2021-11-17,79,27906,-1162
2021-11-17,80,19285,7208
2021-11-17,81,19285,5163
2021-11-17,82,19285,1781
2021-11-17,83,19285,-589
2021-11-17,84,19283,-2616
2021-11-17,85,10437,4215
2021-11-17,86,10437,2051
2021-11-17,87,10437,1316
2021-11-17,88,10437,-516
2021-11-17,89,10438,-1906
2021-11-17,90,30872,2253
2021-11-24,0,0,58659
2021-11-24,1,0,57254
2021-11-24,2,0,59827
2021-11-24,3,0,59485
2021-11-24,4,0,62062
2021-11-24,5,0,63691
2021-11-24,6,0,63667
2021-11-24,7,0,64421
2021-11-24,8,0,64956
2021-11-24,9,0,67874
2021-11-24,10,2742,64114
2021-11-24,11,2742,65676
2021-11-24,12,56516,11240
2021-11-24,13,56516,11442
2021-11-24,14,56516,10923
2021-11-24,15,56515,7746
2021-11-24,16,53842,8772
2021-11-24,17,53842,8866
2021-11-24,18,53842,8861
2021-11-24,19,53842,8285
2021-11-24,20,54646,9245
2021-11-24,21,54646,11432
2021-11-24,22,54646,10179
2021-11-24,23,54646,10368
2021-11-24,24,54648,12226
2021-11-24,25,60845,7271
2021-11-24,26,60845,9275
2021-11-24,27,60845,10479
2021-11-24,28,60845,12902
2021-11-24,29,60846,16495
2021-11-24,30,64231,14344
2021-11-24,31,64231,15471
2021-11-24,32,64231,12978
2021-11-24,33,64231,11868
2021-11-24,34,64233,10098
2021-11-24,35,58291,12703
2021-11-24,36,58291,11133
2021-11-24,37,58291,10346
2021-11-24,38,58291,9193
2021-11-24,39,58289,8958
2021-11-24,40,54227,10411
2021-11-24,41,54227,10199
2021-11-24,42,54227,8889
2021-11-24,43,54227,7223
2021-11-24,44,54229,6443
2021-11-24,45,56154,4700
2021-11-24,46,56154,5280
2021-11-24,47,56154,7546
2021-11-24,48,56154,8821
2021-11-24,49,56156,11980
2021-11-24,50,57750,10904
2021-11-24,51,57750,9941
2021-11-24,52,57750,8800
2021-11-24,53,57750,8359
2021-11-24,54,57752,6115
2021-11-24,55,56651,6106
2021-11-24,56,56651,6478
2021-11-24,57,56651,7830
2021-11-24,58,56651,9044
2021-11-24,59,56657,9115
2021-11-24,60,53357,10738
2021-11-24,61,53357,8893
2021-11-24,62,53357,6247
2021-11-24,63,53357,4721
2021-11-24,64,53358,3107
2021-11-24,65,45679,9097
2021-11-24,66,45679,7187
2021-11-24,67,45679,5605
2021-11-24,68,45679,3083
2021-11-24,69,45675,2267
2021-11-24,70,40519,5260
2021-11-24,71,40519,4782
2021-11-24,72,40519,3161
2021-11-24,73,40519,2328
2021-11-24,74,40520,1900
2021-11-24,75,27889,10349
2021-11-24,76,27889,5551
2021-11-24,77,27889,2641
2021-11-24,78,27889,-905
2021-11-24,79,27890,-1146
2021-11-24,80,19284,7209
2021-11-24,81,19284,5164
2021-11-24,82,19284,1782
2021-11-24,83,19284,-588
2021-11-24,84,19282,-2615
2021-11-24,85,10444,4208
2021-11-24,86,10444,2044
2021-11-24,87,10444,1309
2021-11-24,88,10444,-523
2021-11-24,89,10443,-1911
2021-11-24,90,30915,2210
2021-12-01,0,0,58659
2021-12-01,1,0,57254
2021-12-01,2,0,59827
2021-12-01,3,0,59485
2021-12-01,4,0,62062
2021-12-01,5,0,63691
2021-12-01,6,0,63667
2021-12-01,7,0,64421
