year,month,age_group,age_groups_src,population,deaths
2010,1,1,00_00,64060,21
2010,1,2,01_04,252770,6
2010,1,3,05_09,290340,3
2010,1,4,10_14,302920,3
2010,1,5,15_19,315840,21
2010,1,6,20_24,304780,18
2010,1,7,25_29,276660,15
2010,1,8,30_34,268610,15
2010,1,9,35_39,299880,24
2010,1,10,40_44,315500,30
2010,1,11,45_49,322910,54
2010,1,12,50_54,296780,75
2010,1,13,55_59,255410,102
2010,1,14,60_64,235430,126
2010,1,15,65_69,177810,168
2010,1,16,70_74,140240,198
2010,1,17,75_79,103980,267
2010,1,18,80_84,80430,363
2010,1,19,85_89,47020,375
2010,1,20,95_,22520,339
2010,2,1,00_00,64060,30
2010,2,2,01_04,252770,3
2010,2,4,10_14,302920,6
2010,2,5,15_19,315840,9
2010,2,6,20_24,304780,15
2010,2,7,25_29,276660,9
2010,2,8,30_34,268610,15
2010,2,9,35_39,299880,21
2010,2,10,40_44,315500,36
2010,2,11,45_49,322910,42
2010,2,12,50_54,296780,57
2010,2,13,55_59,255410,84
2010,2,14,60_64,235430,105
2010,2,15,65_69,177810,147
2010,2,16,70_74,140240,186
2010,2,17,75_79,103980,249
2010,2,18,80_84,80430,321
2010,2,19,85_89,47020,354
2010,2,20,95_,22520,267
2010,3,1,00_00,64060,30
2010,3,2,01_04,252770,9
2010,3,3,05_09,290340,3
2010,3,4,10_14,302920,3
2010,3,5,15_19,315840,21
2010,3,6,20_24,304780,9
2010,3,7,25_29,276660,21
2010,3,8,30_34,268610,18
2010,3,9,35_39,299880,24
2010,3,10,40_44,315500,42
2010,3,11,45_49,322910,66
2010,3,12,50_54,296780,69
2010,3,13,55_59,255410,105
2010,3,14,60_64,235430,141
2010,3,15,65_69,177810,189
2010,3,16,70_74,140240,216
2010,3,17,75_79,103980,279
2010,3,18,80_84,80430,402
2010,3,19,85_89,47020,384
2010,3,20,95_,22520,342
2010,4,1,00_00,64060,30
2010,4,2,01_04,252770,6
2010,4,3,05_09,290340,3
2010,4,4,10_14,302920,3
2010,4,5,15_19,315840,12
2010,4,6,20_24,304780,21
2010,4,7,25_29,276660,9
2010,4,8,30_34,268610,12
2010,4,9,35_39,299880,33
2010,4,10,40_44,315500,36
2010,4,11,45_49,322910,54
2010,4,12,50_54,296780,69
2010,4,13,55_59,255410,96
2010,4,14,60_64,235430,147
2010,4,15,65_69,177810,153
2010,4,16,70_74,140240,204
2010,4,17,75_79,103980,282
2010,4,18,80_84,80430,378
2010,4,19,85_89,47020,396
2010,4,20,95_,22520,351
2010,5,1,00_00,64060,24
2010,5,2,01_04,252770,3
2010,5,5,15_19,315840,18
2010,5,6,20_24,304780,21
2010,5,7,25_29,276660,12
2010,5,8,30_34,268610,18
2010,5,9,35_39,299880,27
2010,5,10,40_44,315500,33
2010,5,11,45_49,322910,57
2010,5,12,50_54,296780,72
2010,5,13,55_59,255410,93
2010,5,14,60_64,235430,135
2010,5,15,65_69,177810,165
2010,5,16,70_74,140240,204
2010,5,17,75_79,103980,279
2010,5,18,80_84,80430,384
2010,5,19,85_89,47020,378
2010,5,20,95_,22520,351
2010,6,1,00_00,64060,21
2010,6,2,01_04,252770,9
2010,6,3,05_09,290340,3
2010,6,4,10_14,302920,3
2010,6,5,15_19,315840,9
2010,6,6,20_24,304780,15
2010,6,7,25_29,276660,18
2010,6,8,30_34,268610,15
2010,6,9,35_39,299880,24
2010,6,10,40_44,315500,39
2010,6,11,45_49,322910,60
2010,6,12,50_54,296780,66
2010,6,13,55_59,255410,93
2010,6,14,60_64,235430,138
2010,6,15,65_69,177810,189
2010,6,16,70_74,140240,234
2010,6,17,75_79,103980,288
2010,6,18,80_84,80430,420
2010,6,19,85_89,47020,438
2010,6,20,95_,22520,444
2010,7,1,00_00,64060,36
2010,7,2,01_04,252770,3
2010,7,4,10_14,302920,3
2010,7,5,15_19,315840,9
2010,7,6,20_24,304780,9
2010,7,7,25_29,276660,15
2010,7,8,30_34,268610,12
2010,7,9,35_39,299880,21
2010,7,10,40_44,315500,48
2010,7,11,45_49,322910,60
2010,7,12,50_54,296780,90
2010,7,13,55_59,255410,123
2010,7,14,60_64,235430,126
2010,7,15,65_69,177810,192
2010,7,16,70_74,140240,213
2010,7,17,75_79,103980,318
2010,7,18,80_84,80430,450
2010,7,19,85_89,47020,477
2010,7,20,95_,22520,477
2010,8,1,00_00,64060,24
2010,8,2,01_04,252770,9
2010,8,4,10_14,302920,6
2010,8,5,15_19,315840,21
2010,8,6,20_24,304780,18
2010,8,7,25_29,276660,15
2010,8,8,30_34,268610,21
2010,8,9,35_39,299880,24
2010,8,10,40_44,315500,42
2010,8,11,45_49,322910,57
2010,8,12,50_54,296780,99
2010,8,13,55_59,255410,102
2010,8,14,60_64,235430,147
2010,8,15,65_69,177810,180
2010,8,16,70_74,140240,231
2010,8,17,75_79,103980,285
2010,8,18,80_84,80430,453
2010,8,19,85_89,47020,477
2010,8,20,95_,22520,453
2010,9,1,00_00,64060,27
2010,9,2,01_04,252770,9
2010,9,5,15_19,315840,12
2010,9,6,20_24,304780,21
2010,9,7,25_29,276660,15
2010,9,8,30_34,268610,18
2010,9,9,35_39,299880,27
2010,9,10,40_44,315500,33
2010,9,11,45_49,322910,72
2010,9,12,50_54,296780,78
2010,9,13,55_59,255410,111
2010,9,14,60_64,235430,177
2010,9,15,65_69,177810,177
2010,9,16,70_74,140240,225
2010,9,17,75_79,103980,312
2010,9,18,80_84,80430,447
2010,9,19,85_89,47020,456
2010,9,20,95_,22520,417
2010,10,1,00_00,64060,24
2010,10,2,01_04,252770,6
2010,10,4,10_14,302920,3
2010,10,5,15_19,315840,15
2010,10,6,20_24,304780,15
2010,10,7,25_29,276660,18
2010,10,8,30_34,268610,9
2010,10,9,35_39,299880,21
2010,10,10,40_44,315500,30
2010,10,11,45_49,322910,45
2010,10,12,50_54,296780,66
2010,10,13,55_59,255410,90
2010,10,14,60_64,235430,138
2010,10,15,65_69,177810,165
2010,10,16,70_74,140240,234
2010,10,17,75_79,103980,252
2010,10,18,80_84,80430,381
2010,10,19,85_89,47020,405
2010,10,20,95_,22520,375
2010,11,1,00_00,64060,33
2010,11,2,01_04,252770,3
2010,11,3,05_09,290340,3
2010,11,4,10_14,302920,12
2010,11,5,15_19,315840,15
2010,11,6,20_24,304780,18
2010,11,7,25_29,276660,12
2010,11,8,30_34,268610,15
2010,11,9,35_39,299880,21
2010,11,10,40_44,315500,39
2010,11,11,45_49,322910,57
2010,11,12,50_54,296780,81
2010,11,13,55_59,255410,99
2010,11,14,60_64,235430,141
2010,11,15,65_69,177810,183
2010,11,16,70_74,140240,225
2010,11,17,75_79,103980,309
2010,11,18,80_84,80430,396
2010,11,19,85_89,47020,402
2010,11,20,95_,22520,402
2010,12,1,00_00,64060,27
2010,12,2,01_04,252770,6
2010,12,4,10_14,302920,6
2010,12,5,15_19,315840,18
2010,12,6,20_24,304780,18
2010,12,7,25_29,276660,6
2010,12,8,30_34,268610,18
2010,12,9,35_39,299880,24
2010,12,10,40_44,315500,33
2010,12,11,45_49,322910,63
2010,12,12,50_54,296780,75
2010,12,13,55_59,255410,96
2010,12,14,60_64,235430,114
2010,12,15,65_69,177810,165
2010,12,16,70_74,140240,219
2010,12,17,75_79,103980,255
2010,12,18,80_84,80430,357
2010,12,19,85_89,47020,372
2010,12,20,95_,22520,369
2011,1,1,00_00,61560,24
2011,1,2,01_04,255780,3
2011,1,3,05_09,291160,3
2011,1,4,10_14,301330,3
2011,1,5,15_19,313470,15
2011,1,6,20_24,310400,18
2011,1,7,25_29,276150,15
2011,1,8,30_34,268230,18
2011,1,9,35_39,289170,21
2011,1,10,40_44,317430,36
2011,1,11,45_49,318790,45
2011,1,12,50_54,302850,81
2011,1,13,55_59,262650,96
2011,1,14,60_64,238960,147
2011,1,15,65_69,185910,201
2011,1,16,70_74,147510,225
2011,1,17,75_79,105220,285
2011,1,18,80_84,81390,390
2011,1,19,85_89,48080,393
2011,1,20,95_,23430,384
2011,2,1,00_00,61560,21
2011,2,2,01_04,255780,12
2011,2,3,05_09,291160,3
2011,2,4,10_14,301330,3
2011,2,5,15_19,313470,9
2011,2,6,20_24,310400,21
2011,2,7,25_29,276150,15
2011,2,8,30_34,268230,12
2011,2,9,35_39,289170,27
2011,2,10,40_44,317430,30
2011,2,11,45_49,318790,54
2011,2,12,50_54,302850,81
2011,2,13,55_59,262650,93
2011,2,14,60_64,238960,135
2011,2,15,65_69,185910,156
2011,2,16,70_74,147510,198
2011,2,17,75_79,105220,255
2011,2,18,80_84,81390,333
2011,2,19,85_89,48080,372
2011,2,20,95_,23430,384
2011,3,1,00_00,61560,30
2011,3,2,01_04,255780,3
2011,3,3,05_09,291160,3
2011,3,4,10_14,301330,6
2011,3,5,15_19,313470,24
2011,3,6,20_24,310400,27
2011,3,7,25_29,276150,39
2011,3,8,30_34,268230,33
2011,3,9,35_39,289170,27
2011,3,10,40_44,317430,60
2011,3,11,45_49,318790,51
2011,3,12,50_54,302850,72
2011,3,13,55_59,262650,114
2011,3,14,60_64,238960,177
2011,3,15,65_69,185910,198
2011,3,16,70_74,147510,240
2011,3,17,75_79,105220,276
2011,3,18,80_84,81390,405
2011,3,19,85_89,48080,417
2011,3,20,95_,23430,429
2011,4,1,00_00,61560,24
2011,4,2,01_04,255780,6
2011,4,5,15_19,313470,15
2011,4,6,20_24,310400,15
2011,4,7,25_29,276150,15
2011,4,8,30_34,268230,18
2011,4,9,35_39,289170,18
2011,4,10,40_44,317430,36
2011,4,11,45_49,318790,39
2011,4,12,50_54,302850,66
2011,4,13,55_59,262650,81
2011,4,14,60_64,238960,102
2011,4,15,65_69,185910,171
2011,4,16,70_74,147510,189
2011,4,17,75_79,105220,243
2011,4,18,80_84,81390,399
2011,4,19,85_89,48080,378
2011,4,20,95_,23430,375
2011,5,1,00_00,61560,15
2011,5,3,05_09,291160,6
2011,5,4,10_14,301330,3
2011,5,5,15_19,313470,18
2011,5,6,20_24,310400,33
2011,5,7,25_29,276150,12
2011,5,8,30_34,268230,18
2011,5,9,35_39,289170,24
2011,5,10,40_44,317430,33
2011,5,11,45_49,318790,66
2011,5,12,50_54,302850,87
2011,5,13,55_59,262650,117
2011,5,14,60_64,238960,147
2011,5,15,65_69,185910,186
2011,5,16,70_74,147510,252
2011,5,17,75_79,105220,294
2011,5,18,80_84,81390,441
2011,5,19,85_89,48080,465
2011,5,20,95_,23430,432
2011,6,1,00_00,61560,18
2011,6,4,10_14,301330,3
2011,6,5,15_19,313470,15
2011,6,6,20_24,310400,9
2011,6,7,25_29,276150,18
2011,6,8,30_34,268230,18
2011,6,9,35_39,289170,21
2011,6,10,40_44,317430,33
2011,6,11,45_49,318790,42
2011,6,12,50_54,302850,63
2011,6,13,55_59,262650,96
2011,6,14,60_64,238960,132
2011,6,15,65_69,185910,159
2011,6,16,70_74,147510,240
2011,6,17,75_79,105220,294
2011,6,18,80_84,81390,411
2011,6,19,85_89,48080,435
2011,6,20,95_,23430,441
2011,7,1,00_00,61560,27
2011,7,2,01_04,255780,3
2011,7,4,10_14,301330,6
2011,7,5,15_19,313470,18
2011,7,6,20_24,310400,15
2011,7,7,25_29,276150,15
2011,7,8,30_34,268230,18
2011,7,9,35_39,289170,15
2011,7,10,40_44,317430,48
2011,7,11,45_49,318790,48
2011,7,12,50_54,302850,63
2011,7,13,55_59,262650,90
2011,7,14,60_64,238960,153
2011,7,15,65_69,185910,162
2011,7,16,70_74,147510,240
2011,7,17,75_79,105220,309
2011,7,18,80_84,81390,390
2011,7,19,85_89,48080,465
2011,7,20,95_,23430,447
2011,8,1,00_00,61560,27
2011,8,2,01_04,255780,12
2011,8,4,10_14,301330,3
2011,8,5,15_19,313470,18
2011,8,6,20_24,310400,21
2011,8,7,25_29,276150,9
2011,8,8,30_34,268230,15
2011,8,9,35_39,289170,18
2011,8,10,40_44,317430,36
2011,8,11,45_49,318790,57
2011,8,12,50_54,302850,66
2011,8,13,55_59,262650,114
2011,8,14,60_64,238960,159
2011,8,15,65_69,185910,195
2011,8,16,70_74,147510,222
2011,8,17,75_79,105220,321
2011,8,18,80_84,81390,462
2011,8,19,85_89,48080,501
2011,8,20,95_,23430,522
2011,9,1,00_00,61560,21
2011,9,2,01_04,255780,6
2011,9,4,10_14,301330,3
2011,9,5,15_19,313470,15
2011,9,6,20_24,310400,21
2011,9,7,25_29,276150,18
2011,9,8,30_34,268230,9
2011,9,9,35_39,289170,24
2011,9,10,40_44,317430,36
2011,9,11,45_49,318790,66
2011,9,12,50_54,302850,90
2011,9,13,55_59,262650,120
2011,9,14,60_64,238960,171
2011,9,15,65_69,185910,204
2011,9,16,70_74,147510,255
2011,9,17,75_79,105220,381
2011,9,18,80_84,81390,492
2011,9,19,85_89,48080,591
2011,9,20,95_,23430,522
2011,10,1,00_00,61560,33
2011,10,2,01_04,255780,3
2011,10,4,10_14,301330,3
2011,10,5,15_19,313470,12
2011,10,6,20_24,310400,15
2011,10,7,25_29,276150,15
2011,10,8,30_34,268230,18
2011,10,9,35_39,289170,27
2011,10,10,40_44,317430,30
2011,10,11,45_49,318790,36
2011,10,12,50_54,302850,66
2011,10,13,55_59,262650,99
2011,10,14,60_64,238960,135
2011,10,15,65_69,185910,183
2011,10,16,70_74,147510,225
2011,10,17,75_79,105220,282
2011,10,18,80_84,81390,375
2011,10,19,85_89,48080,471
2011,10,20,95_,23430,447
2011,11,1,00_00,61560,27
2011,11,2,01_04,255780,3
2011,11,4,10_14,301330,3
2011,11,5,15_19,313470,15
2011,11,6,20_24,310400,15
2011,11,7,25_29,276150,12
2011,11,8,30_34,268230,15
2011,11,9,35_39,289170,27
2011,11,10,40_44,317430,39
2011,11,11,45_49,318790,72
2011,11,12,50_54,302850,75
2011,11,13,55_59,262650,123
2011,11,14,60_64,238960,150
2011,11,15,65_69,185910,204
2011,11,16,70_74,147510,255
2011,11,17,75_79,105220,294
2011,11,18,80_84,81390,414
2011,11,19,85_89,48080,453
2011,11,20,95_,23430,462
2011,12,1,00_00,61560,21
2011,12,2,01_04,255780,9
2011,12,4,10_14,301330,3
2011,12,5,15_19,313470,15
2011,12,6,20_24,310400,18
2011,12,7,25_29,276150,15
2011,12,8,30_34,268230,21
2011,12,9,35_39,289170,18
2011,12,10,40_44,317430,36
2011,12,11,45_49,318790,36
2011,12,12,50_54,302850,63
2011,12,13,55_59,262650,102
2011,12,14,60_64,238960,123
2011,12,15,65_69,185910,186
2011,12,16,70_74,147510,207
2011,12,17,75_79,105220,261
2011,12,18,80_84,81390,348
2011,12,19,85_89,48080,405
2011,12,20,95_,23430,333
2012,1,1,00_00,61720,12
2012,1,2,01_04,252840,3
2012,1,3,05_09,296990,3
2012,1,4,10_14,297880,6
2012,1,5,15_19,312430,15
2012,1,6,20_24,312810,21
2012,1,7,25_29,276400,9
2012,1,8,30_34,270130,12
2012,1,9,35_39,279580,24
2012,1,10,40_44,317790,48
2012,1,11,45_49,313740,63
2012,1,12,50_54,309880,87
2012,1,13,55_59,268560,111
2012,1,14,60_64,240510,129
2012,1,15,65_69,198470,198
2012,1,16,70_74,152940,222
2012,1,17,75_79,107890,285
2012,1,18,80_84,81970,381
2012,1,19,85_89,49060,456
2012,1,20,95_,24230,411
2012,2,1,00_00,61720,39
2012,2,2,01_04,252840,3
2012,2,4,10_14,297880,9
2012,2,5,15_19,312430,15
2012,2,6,20_24,312810,15
2012,2,7,25_29,276400,15
2012,2,8,30_34,270130,12
2012,2,9,35_39,279580,15
2012,2,10,40_44,317790,39
2012,2,11,45_49,313740,54
2012,2,12,50_54,309880,90
2012,2,13,55_59,268560,96
2012,2,14,60_64,240510,141
2012,2,15,65_69,198470,165
2012,2,16,70_74,152940,225
2012,2,17,75_79,107890,258
2012,2,18,80_84,81970,360
2012,2,19,85_89,49060,333
2012,2,20,95_,24230,360
2012,3,1,00_00,61720,18
2012,3,2,01_04,252840,6
2012,3,3,05_09,296990,3
2012,3,5,15_19,312430,3
2012,3,6,20_24,312810,21
2012,3,7,25_29,276400,9
2012,3,8,30_34,270130,18
2012,3,9,35_39,279580,15
2012,3,10,40_44,317790,30
2012,3,11,45_49,313740,63
2012,3,12,50_54,309880,60
2012,3,13,55_59,268560,81
2012,3,14,60_64,240510,126
2012,3,15,65_69,198470,165
2012,3,16,70_74,152940,213
2012,3,17,75_79,107890,255
2012,3,18,80_84,81970,357
2012,3,19,85_89,49060,402
2012,3,20,95_,24230,363
2012,4,1,00_00,61720,18
2012,4,2,01_04,252840,6
2012,4,3,05_09,296990,3
2012,4,5,15_19,312430,9
2012,4,6,20_24,312810,15
2012,4,7,25_29,276400,12
2012,4,8,30_34,270130,15
2012,4,9,35_39,279580,24
2012,4,10,40_44,317790,24
2012,4,11,45_49,313740,45
2012,4,12,50_54,309880,78
2012,4,13,55_59,268560,84
2012,4,14,60_64,240510,126
2012,4,15,65_69,198470,177
2012,4,16,70_74,152940,222
2012,4,17,75_79,107890,261
2012,4,18,80_84,81970,348
2012,4,19,85_89,49060,393
2012,4,20,95_,24230,351
2012,5,1,00_00,61720,15
2012,5,2,01_04,252840,6
2012,5,4,10_14,297880,3
2012,5,5,15_19,312430,15
2012,5,6,20_24,312810,12
2012,5,7,25_29,276400,18
2012,5,8,30_34,270130,24
2012,5,9,35_39,279580,15
2012,5,10,40_44,317790,36
2012,5,11,45_49,313740,57
2012,5,12,50_54,309880,93
2012,5,13,55_59,268560,87
2012,5,14,60_64,240510,138
2012,5,15,65_69,198470,234
2012,5,16,70_74,152940,258
2012,5,17,75_79,107890,291
2012,5,18,80_84,81970,429
2012,5,19,85_89,49060,459
2012,5,20,95_,24230,492
2012,6,1,00_00,61720,30
2012,6,2,01_04,252840,3
2012,6,3,05_09,296990,3
2012,6,4,10_14,297880,6
2012,6,5,15_19,312430,15
2012,6,6,20_24,312810,9
2012,6,7,25_29,276400,12
2012,6,8,30_34,270130,12
2012,6,9,35_39,279580,18
2012,6,10,40_44,317790,39
2012,6,11,45_49,313740,48
2012,6,12,50_54,309880,60
2012,6,13,55_59,268560,90
2012,6,14,60_64,240510,138
2012,6,15,65_69,198470,174
2012,6,16,70_74,152940,186
2012,6,17,75_79,107890,282
2012,6,18,80_84,81970,402
2012,6,19,85_89,49060,441
2012,6,20,95_,24230,477
2012,7,1,00_00,61720,30
2012,7,2,01_04,252840,12
2012,7,4,10_14,297880,6
2012,7,5,15_19,312430,18
2012,7,6,20_24,312810,12
2012,7,7,25_29,276400,15
2012,7,8,30_34,270130,12
2012,7,9,35_39,279580,24
2012,7,10,40_44,317790,36
2012,7,11,45_49,313740,60
2012,7,12,50_54,309880,81
2012,7,13,55_59,268560,102
2012,7,14,60_64,240510,159
2012,7,15,65_69,198470,195
2012,7,16,70_74,152940,297
2012,7,17,75_79,107890,309
2012,7,18,80_84,81970,486
2012,7,19,85_89,49060,492
2012,7,20,95_,24230,582
2012,8,1,00_00,61720,24
2012,8,2,01_04,252840,9
2012,8,3,05_09,296990,6
2012,8,4,10_14,297880,3
2012,8,5,15_19,312430,15
2012,8,6,20_24,312810,21
2012,8,7,25_29,276400,12
2012,8,8,30_34,270130,15
2012,8,9,35_39,279580,21
2012,8,10,40_44,317790,33
2012,8,11,45_49,313740,75
2012,8,12,50_54,309880,96
2012,8,13,55_59,268560,123
2012,8,14,60_64,240510,153
2012,8,15,65_69,198470,189
2012,8,16,70_74,152940,279
2012,8,17,75_79,107890,372
2012,8,18,80_84,81970,459
2012,8,19,85_89,49060,621
2012,8,20,95_,24230,519
2012,9,1,00_00,61720,21
2012,9,2,01_04,252840,3
2012,9,3,05_09,296990,3
2012,9,4,10_14,297880,6
2012,9,5,15_19,312430,9
2012,9,6,20_24,312810,18
2012,9,7,25_29,276400,12
2012,9,8,30_34,270130,12
2012,9,9,35_39,279580,21
2012,9,10,40_44,317790,30
2012,9,11,45_49,313740,60
2012,9,12,50_54,309880,69
2012,9,13,55_59,268560,96
2012,9,14,60_64,240510,129
2012,9,15,65_69,198470,165
2012,9,16,70_74,152940,237
2012,9,17,75_79,107890,267
2012,9,18,80_84,81970,405
2012,9,19,85_89,49060,471
2012,9,20,95_,24230,465
2012,10,1,00_00,61720,18
2012,10,2,01_04,252840,6
2012,10,4,10_14,297880,6
2012,10,5,15_19,312430,18
2012,10,6,20_24,312810,18
2012,10,7,25_29,276400,9
2012,10,8,30_34,270130,24
2012,10,9,35_39,279580,21
2012,10,10,40_44,317790,42
2012,10,11,45_49,313740,54
2012,10,12,50_54,309880,81
2012,10,13,55_59,268560,90
2012,10,14,60_64,240510,126
2012,10,15,65_69,198470,186
2012,10,16,70_74,152940,249
2012,10,17,75_79,107890,336
2012,10,18,80_84,81970,453
2012,10,19,85_89,49060,525
2012,10,20,95_,24230,525
2012,11,1,00_00,61720,18
2012,11,3,05_09,296990,6
2012,11,5,15_19,312430,12
2012,11,6,20_24,312810,18
2012,11,7,25_29,276400,15
2012,11,8,30_34,270130,15
2012,11,9,35_39,279580,24
2012,11,10,40_44,317790,36
2012,11,11,45_49,313740,54
2012,11,12,50_54,309880,69
2012,11,13,55_59,268560,96
2012,11,14,60_64,240510,141
2012,11,15,65_69,198470,186
2012,11,16,70_74,152940,231
2012,11,17,75_79,107890,285
2012,11,18,80_84,81970,390
2012,11,19,85_89,49060,438
2012,11,20,95_,24230,456
2012,12,1,00_00,61720,12
2012,12,3,05_09,296990,3
2012,12,4,10_14,297880,3
2012,12,5,15_19,312430,21
2012,12,6,20_24,312810,18
2012,12,7,25_29,276400,18
2012,12,8,30_34,270130,9
2012,12,9,35_39,279580,21
2012,12,10,40_44,317790,36
2012,12,11,45_49,313740,48
2012,12,12,50_54,309880,69
2012,12,13,55_59,268560,99
2012,12,14,60_64,240510,138
2012,12,15,65_69,198470,144
2012,12,16,70_74,152940,210
2012,12,17,75_79,107890,252
2012,12,18,80_84,81970,342
2012,12,19,85_89,49060,396
2012,12,20,95_,24230,372
2013,1,1,00_00,58600,27
2013,1,4,10_14,296150,6
2013,1,5,15_19,311290,15
2013,1,6,20_24,319560,24
2013,1,7,25_29,284970,24
2013,1,8,30_34,275540,9
2013,1,9,35_39,275030,24
2013,1,10,40_44,316110,51
2013,1,11,45_49,312280,54
2013,1,12,50_54,316120,81
2013,1,13,55_59,276050,93
2013,1,14,60_64,242990,186
2013,1,15,65_69,211350,183
2013,1,16,70_74,156790,270
2013,1,17,75_79,111550,300
2013,1,18,80_84,82260,429
2013,1,19,85_89,50500,462
2013,1,20,95_,25530,417
2013,2,1,00_00,58600,15
2013,2,2,01_04,251310,3
2013,2,3,05_09,303370,3
2013,2,4,10_14,296150,3
2013,2,5,15_19,311290,15
2013,2,6,20_24,319560,9
2013,2,7,25_29,284970,9
2013,2,8,30_34,275540,15
2013,2,9,35_39,275030,18
2013,2,10,40_44,316110,24
2013,2,11,45_49,312280,54
2013,2,12,50_54,316120,78
2013,2,13,55_59,276050,84
2013,2,14,60_64,242990,132
2013,2,15,65_69,211350,153
2013,2,16,70_74,156790,192
2013,2,17,75_79,111550,243
2013,2,18,80_84,82260,312
2013,2,19,85_89,50500,369
2013,2,20,95_,25530,336
2013,3,1,00_00,58600,24
2013,3,2,01_04,251310,3
2013,3,5,15_19,311290,15
2013,3,6,20_24,319560,9
2013,3,7,25_29,284970,9
2013,3,8,30_34,275540,15
2013,3,9,35_39,275030,21
2013,3,10,40_44,316110,24
2013,3,11,45_49,312280,51
2013,3,12,50_54,316120,66
2013,3,13,55_59,276050,87
2013,3,14,60_64,242990,135
2013,3,15,65_69,211350,150
2013,3,16,70_74,156790,189
2013,3,17,75_79,111550,243
2013,3,18,80_84,82260,324
2013,3,19,85_89,50500,372
2013,3,20,95_,25530,372
2013,4,1,00_00,58600,18
2013,4,5,15_19,311290,9
2013,4,6,20_24,319560,15
2013,4,7,25_29,284970,6
2013,4,8,30_34,275540,15
2013,4,9,35_39,275030,24
2013,4,10,40_44,316110,30
2013,4,11,45_49,312280,63
2013,4,12,50_54,316120,93
2013,4,13,55_59,276050,123
2013,4,14,60_64,242990,129
2013,4,15,65_69,211350,201
2013,4,16,70_74,156790,231
2013,4,17,75_79,111550,300
2013,4,18,80_84,82260,387
2013,4,19,85_89,50500,444
2013,4,20,95_,25530,444
2013,5,1,00_00,58600,24
2013,5,2,01_04,251310,3
2013,5,3,05_09,303370,6
2013,5,5,15_19,311290,12
2013,5,6,20_24,319560,15
2013,5,7,25_29,284970,9
2013,5,8,30_34,275540,9
2013,5,9,35_39,275030,18
2013,5,10,40_44,316110,45
2013,5,11,45_49,312280,48
2013,5,12,50_54,316120,78
2013,5,13,55_59,276050,120
2013,5,14,60_64,242990,132
2013,5,15,65_69,211350,195
2013,5,16,70_74,156790,243
2013,5,17,75_79,111550,306
2013,5,18,80_84,82260,396
2013,5,19,85_89,50500,489
2013,5,20,95_,25530,432
2013,6,1,00_00,58600,27
2013,6,2,01_04,251310,3
2013,6,3,05_09,303370,3
2013,6,5,15_19,311290,9
2013,6,6,20_24,319560,6
2013,6,7,25_29,284970,12
2013,6,8,30_34,275540,12
2013,6,9,35_39,275030,9
2013,6,10,40_44,316110,33
2013,6,11,45_49,312280,48
2013,6,12,50_54,316120,75
2013,6,13,55_59,276050,84
2013,6,14,60_64,242990,117
2013,6,15,65_69,211350,171
2013,6,16,70_74,156790,213
2013,6,17,75_79,111550,270
2013,6,18,80_84,82260,363
2013,6,19,85_89,50500,414
2013,6,20,95_,25530,390
2013,7,1,00_00,58600,24
2013,7,2,01_04,251310,6
2013,7,3,05_09,303370,3
2013,7,5,15_19,311290,18
2013,7,6,20_24,319560,12
2013,7,7,25_29,284970,12
2013,7,8,30_34,275540,15
2013,7,9,35_39,275030,30
2013,7,10,40_44,316110,33
2013,7,11,45_49,312280,51
2013,7,12,50_54,316120,84
2013,7,13,55_59,276050,126
2013,7,14,60_64,242990,147
2013,7,15,65_69,211350,219
2013,7,16,70_74,156790,288
2013,7,17,75_79,111550,312
2013,7,18,80_84,82260,453
2013,7,19,85_89,50500,537
2013,7,20,95_,25530,507
2013,8,1,00_00,58600,24
2013,8,2,01_04,251310,9
2013,8,3,05_09,303370,3
2013,8,5,15_19,311290,18
2013,8,6,20_24,319560,24
2013,8,7,25_29,284970,9
2013,8,8,30_34,275540,12
2013,8,9,35_39,275030,12
2013,8,10,40_44,316110,33
2013,8,11,45_49,312280,57
2013,8,12,50_54,316120,90
2013,8,13,55_59,276050,93
2013,8,14,60_64,242990,141
2013,8,15,65_69,211350,177
2013,8,16,70_74,156790,267
2013,8,17,75_79,111550,345
2013,8,18,80_84,82260,420
2013,8,19,85_89,50500,513
2013,8,20,95_,25530,480
2013,9,1,00_00,58600,21
2013,9,2,01_04,251310,6
2013,9,3,05_09,303370,3
2013,9,4,10_14,296150,6
2013,9,5,15_19,311290,12
2013,9,6,20_24,319560,12
2013,9,7,25_29,284970,15
2013,9,8,30_34,275540,18
2013,9,9,35_39,275030,18
2013,9,10,40_44,316110,42
2013,9,11,45_49,312280,54
2013,9,12,50_54,316120,78
2013,9,13,55_59,276050,108
2013,9,14,60_64,242990,129
2013,9,15,65_69,211350,234
2013,9,16,70_74,156790,240
2013,9,17,75_79,111550,312
2013,9,18,80_84,82260,375
2013,9,19,85_89,50500,468
2013,9,20,95_,25530,477
2013,10,1,00_00,58600,15
2013,10,2,01_04,251310,9
2013,10,5,15_19,311290,9
2013,10,6,20_24,319560,18
2013,10,7,25_29,284970,12
2013,10,8,30_34,275540,12
2013,10,9,35_39,275030,27
2013,10,10,40_44,316110,36
2013,10,11,45_49,312280,42
2013,10,12,50_54,316120,90
2013,10,13,55_59,276050,102
2013,10,14,60_64,242990,150
2013,10,15,65_69,211350,174
2013,10,16,70_74,156790,243
2013,10,17,75_79,111550,312
2013,10,18,80_84,82260,408
